Event,Site,Date,Round,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination
Rated bullet game,https://lichess.org/C8BVNVZj,2024.09.08,?,malakovKG,talmizrahi1,1/2-1/2,2024.09.08,09:43:37,1449,1425,-1,+0,Standard,60+0,B21,Normal
Rated bullet game,https://lichess.org/g4b4E1Bf,2024.09.08,?,talmizrahi1,snorlax3000kg,1-0,2024.09.08,09:41:17,1419,1464,+6,-6,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/1Nhlt9pP,2024.09.08,?,talmizrahi1,robycar,1/2-1/2,2024.09.08,09:38:15,1418,1427,+1,+0,Standard,60+0,B10,Normal
Rated bullet game,https://lichess.org/3a2dO4yB,2024.09.08,?,SlavaE,talmizrahi1,1-0,2024.09.08,09:36:07,1443,1424,+6,-6,Standard,60+0,B60,Time forfeit
Rated bullet game,https://lichess.org/AKZMCEiW,2024.09.08,?,omernesibov21,talmizrahi1,0-1,2024.09.08,09:34:19,1375,1419,-16,+5,Standard,60+0,B20,Normal
Rated bullet game,https://lichess.org/hQJKh1mN,2024.09.08,?,talmizrahi1,blettner,1-0,2024.09.08,09:32:07,1413,1401,+6,-15,Standard,60+0,C40,Time forfeit
Rated bullet game,https://lichess.org/8aFqdphg,2024.09.08,?,Selvator1,talmizrahi1,0-1,2024.09.08,09:30:21,1401,1408,-6,+5,Standard,60+0,B23,Normal
Rated bullet game,https://lichess.org/8QZa154B,2024.09.08,?,talmizrahi1,Wedhurt,0-1,2024.09.08,09:28:13,1412,1496,-4,+5,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/DdWRh6eU,2024.09.08,?,Josof_Neiro99,talmizrahi1,0-1,2024.09.08,09:25:59,1404,1406,-6,+6,Standard,60+0,D07,Time forfeit
Rated bullet game,https://lichess.org/gCMHF3AQ,2024.09.08,?,AlfiereCarino,talmizrahi1,0-1,2024.09.08,09:23:52,1368,1401,-5,+5,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/JaiPZ26e,2024.09.08,?,talmizrahi1,joeRona,0-1,2024.09.08,09:21:37,1406,1458,-5,+5,Standard,60+0,C55,Normal
Rated bullet game,https://lichess.org/1Cd9WDSL,2024.09.08,?,talmizrahi1,Haradunga,1-0,2024.09.08,08:11:38,1400,1401,+6,-10,Standard,60+0,B00,Normal
Rated bullet game,https://lichess.org/r7EflVcl,2024.09.08,?,OzgurKilic007,talmizrahi1,0-1,2024.09.08,08:09:21,1368,1395,-5,+5,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/xuHPq10X,2024.09.08,?,talmizrahi1,EYFBI,1-0,2024.09.08,08:02:27,1390,1348,+5,-5,Standard,60+0,C40,Time forfeit
Rated bullet game,https://lichess.org/eZ3cKDE4,2024.09.08,?,bsmp,talmizrahi1,0-1,2024.09.08,08:01:07,1372,1384,-5,+6,Standard,60+0,D24,Normal
Rated bullet game,https://lichess.org/DkB1NQ5W,2024.09.08,?,talmizrahi1,Yazalde,1-0,2024.09.08,07:59:11,1379,1366,+5,-6,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/GIYkDRoZ,2024.09.08,?,alfadog-87,talmizrahi1,1-0,2024.09.08,07:56:58,1354,1385,+6,-6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/TAlmGsp5,2024.09.08,?,talmizrahi1,arunmoscow,0-1,2024.09.08,07:54:50,1391,1360,-6,+6,Standard,60+0,C40,Time forfeit
Rated bullet game,https://lichess.org/4pPbRJL7,2024.09.08,?,sapiens6,talmizrahi1,1-0,2024.09.08,05:51:30,1449,1396,+5,-5,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/mKZVm7Uv,2024.09.08,?,Dhanesh_Mithran_I,talmizrahi1,0-1,2024.09.08,05:49:22,1269,1392,-3,+4,Standard,60+0,B21,Normal
Rated bullet game,https://lichess.org/kfuVf5Fy,2024.09.08,?,talmizrahi1,Haggaru39,0-1,2024.09.08,05:48:10,1397,1443,-5,+6,Standard,60+0,A05,Normal
Rated bullet game,https://lichess.org/6YfFYZQe,2024.09.08,?,talmizrahi1,kakisa7,0-1,2024.09.08,05:47:14,1403,1379,-6,+11,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/SEF16rjI,2024.09.08,?,Brookod1,talmizrahi1,1-0,2024.09.08,05:45:04,1392,1409,+6,-6,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/ObKLGwgt,2024.09.08,?,talmizrahi1,Anri0303,1-0,2024.09.08,05:42:54,1403,1395,+6,-5,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/MAWdPQji,2024.09.07,?,Reyhan1362,talmizrahi1,0-1,2024.09.07,20:31:48,1390,1398,-6,+5,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/GrWcuqFE,2024.09.07,?,talmizrahi1,maani3o,1-0,2024.09.07,20:29:38,1393,1326,+5,-4,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/JppLaCan,2024.09.07,?,spawnmilton,talmizrahi1,1-0,2024.09.07,20:27:33,1450,1398,+5,-5,Standard,60+0,B21,Normal
Rated bullet game,https://lichess.org/ow93janL,2024.09.07,?,therealdealoneezy,talmizrahi1,0-1,2024.09.07,20:25:33,1359,1393,-6,+5,Standard,60+0,B23,Time forfeit
Rated bullet game,https://lichess.org/NwwuztA2,2024.09.07,?,talmizrahi1,sisco_fy,1-0,2024.09.07,20:23:17,1388,1329,+5,-5,Standard,60+0,C55,Time forfeit
Rated bullet game,https://lichess.org/xWqbAbi0,2024.09.07,?,Euclideslozano,talmizrahi1,1-0,2024.09.07,20:21:07,1440,1393,+5,-5,Standard,60+0,B23,Normal
Rated bullet game,https://lichess.org/vJ8El3pq,2024.09.07,?,plusminus13,talmizrahi1,0-1,2024.09.07,20:18:59,1483,1385,-7,+8,Standard,60+0,D24,Time forfeit
Rated bullet game,https://lichess.org/MuCK5CY4,2024.09.07,?,talmizrahi1,elJEFE2023,0-1,2024.09.07,18:49:13,1392,1306,-7,+7,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/jVAZudPw,2024.09.07,?,talmizrahi1,vikusharma,1-0,2024.09.07,18:46:51,1386,1400,+6,-6,Standard,60+0,B10,Time forfeit
Rated bullet game,https://lichess.org/L79Sefxk,2024.09.07,?,HuSsEiN_OO1,talmizrahi1,1-0,2024.09.07,18:45:17,1408,1392,+5,-6,Standard,60+0,B50,Normal
Rated bullet game,https://lichess.org/0YxLE0vi,2024.09.07,?,talmizrahi1,dh1979,0-1,2024.09.07,18:16:17,1398,1364,-6,+6,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/LyTROjLu,2024.09.07,?,talmizrahi1,Iluha09,1/2-1/2,2024.09.07,18:14:01,1398,1391,+0,+0,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/vjMNlafd,2024.09.07,?,slimefingers,talmizrahi1,1-0,2024.09.07,18:11:57,1414,1404,+5,-6,Standard,60+0,D25,Time forfeit
Rated bullet game,https://lichess.org/dZS25JGI,2024.09.07,?,Nispi,talmizrahi1,1/2-1/2,2024.09.07,18:09:43,1411,1404,+0,+0,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/m30gXXJ4,2024.09.07,?,talmizrahi1,DaniyarRakhimov,1-0,2024.09.07,18:07:49,1398,1404,+6,-6,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/ASOx1ifO,2024.09.07,?,tejonivas_777,talmizrahi1,0-1,2024.09.07,18:05:58,1448,1391,-7,+7,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/57ZqaU2p,2024.09.07,?,Maurocavil,talmizrahi1,1-0,2024.09.07,18:03:43,1391,1397,+9,-6,Standard,60+0,B53,Time forfeit
Rated bullet game,https://lichess.org/TW4Dcnaa,2024.09.07,?,talmizrahi1,A25357679,1-0,2024.09.07,18:01:27,1390,1423,+7,-6,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/RMZhsiFT,2024.09.07,?,talmizrahi1,Mokujin08,1/2-1/2,2024.09.07,17:59:04,1389,1509,+1,-2,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/KVTjxqex,2024.09.07,?,talmizrahi1,BDJ_Alex,0-1,2024.09.07,17:33:36,1394,1385,-5,+6,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/Fg63ZlMJ,2024.09.07,?,Burner63,talmizrahi1,1-0,2024.09.07,17:31:43,1473,1399,+5,-5,Standard,60+0,D06,Time forfeit
Rated bullet game,https://lichess.org/rh3y2Sb8,2024.09.07,?,JojoLeLapin,talmizrahi1,1-0,2024.09.07,17:29:28,1366,1405,+7,-6,Standard,60+0,B52,Time forfeit
Rated bullet game,https://lichess.org/AoCwrEnc,2024.09.07,?,talmizrahi1,JAMGT123,1-0,2024.09.07,17:27:04,1400,1370,+5,-5,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/0XRPwwkw,2024.09.07,?,makil13,talmizrahi1,1-0,2024.09.07,17:26:45,1347,1407,+7,-7,Standard,60+0,B50,Normal
Rated bullet game,https://lichess.org/836q0luu,2024.09.07,?,talmizrahi1,alexandrosmprachos,0-1,2024.09.07,17:25:12,1412,1438,-5,+9,Standard,60+0,C00,Normal
Rated bullet game,https://lichess.org/RTsRyXCK,2024.09.07,?,Barahir92,talmizrahi1,1-0,2024.09.07,17:23:17,1417,1417,+5,-5,Standard,60+0,D02,Normal
Rated bullet game,https://lichess.org/a7o5c2JN,2024.09.07,?,Cypher211,talmizrahi1,1-0,2024.09.07,15:26:39,1443,1423,+10,-6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/hRxP3XGT,2024.09.07,?,talmizrahi1,jorrit1969,0-1,2024.09.07,15:24:21,1428,1479,-5,+5,Standard,60+0,B50,Normal
Rated bullet game,https://lichess.org/I5eQC2aN,2024.09.07,?,RobertHx,talmizrahi1,0-1,2024.09.07,15:22:26,1418,1422,-6,+6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/GWVUPgXb,2024.09.07,?,talmizrahi1,alfie_uy,0-1,2024.09.07,15:20:01,1427,1439,-5,+5,Standard,60+0,C42,Time forfeit
Rated bullet game,https://lichess.org/yo0PAYJg,2024.09.07,?,talmizrahi1,Kgothatsomasilela,1-0,2024.09.07,15:17:46,1422,1406,+5,-6,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/fT2xHGFN,2024.09.07,?,korimori0,talmizrahi1,1-0,2024.09.07,15:15:28,1492,1427,+5,-5,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/9tYTkvOX,2024.09.07,?,talmizrahi1,th_hans,0-1,2024.09.07,15:13:24,1432,1449,-5,+6,Standard,60+0,C47,Time forfeit
Rated bullet game,https://lichess.org/RqI6Pd7i,2024.09.07,?,MiguelTheMan,talmizrahi1,0-1,2024.09.07,15:11:03,1377,1427,-6,+5,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/94OSMs6E,2024.09.07,?,talmizrahi1,onryevski,0-1,2024.09.07,15:09:05,1433,1439,-6,+6,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/O79D1Mfc,2024.09.07,?,robycar,talmizrahi1,0-1,2024.09.07,13:02:30,1426,1427,-5,+6,Standard,60+0,B54,Normal
Rated bullet game,https://lichess.org/8M3z0JDu,2024.09.07,?,talmizrahi1,mitocarleone,1-0,2024.09.07,13:00:10,1421,1410,+6,-6,Standard,60+0,C41,Time forfeit
Rated bullet game,https://lichess.org/epqg1xfl,2024.09.07,?,sebbym,talmizrahi1,1-0,2024.09.07,12:57:46,1429,1427,+6,-6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/3ghbzKVr,2024.09.07,?,tiscoppio,talmizrahi1,0-1,2024.09.07,12:55:34,1391,1422,-5,+5,Standard,60+0,D00,Time forfeit
Rated bullet game,https://lichess.org/CQyitt3Z,2024.09.07,?,talmizrahi1,krkbmg,0-1,2024.09.07,12:53:23,1427,1420,-5,+6,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/aorZtbBA,2024.09.07,?,talmizrahi1,luffy123456789,1-0,2024.09.07,12:52:50,1421,1479,+6,-14,Standard,60+0,C55,Normal
Rated bullet game,https://lichess.org/oCig0xnj,2024.09.07,?,mimiccephalopod,talmizrahi1,0-1,2024.09.07,12:50:36,1376,1416,-6,+5,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/aT11U6EC,2024.09.07,?,kunjalm,talmizrahi1,1-0,2024.09.07,12:48:06,1418,1421,+6,-5,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/PJS0DOZe,2024.09.07,?,talmizrahi1,Ahhmedhs,0-1,2024.09.07,12:46:07,1425,1535,-4,+4,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/ihJrDVZW,2024.09.07,?,talmizrahi1,layrooze,0-1,2024.09.07,12:44:19,1432,1395,-7,+6,Standard,60+0,C40,Normal
Rated bullet game,https://lichess.org/c4Kxt4Hr,2024.09.07,?,pylse72,talmizrahi1,0-1,2024.09.07,12:42:06,1352,1427,-4,+5,Standard,60+0,A02,Time forfeit
Rated bullet game,https://lichess.org/eFYSEeXh,2024.09.07,?,talmizrahi1,algokuman,1-0,2024.09.07,12:40:57,1421,1440,+6,-10,Standard,60+0,B10,Normal
Rated bullet game,https://lichess.org/auQBdtkd,2024.09.07,?,talmizrahi1,Ganazzz,0-1,2024.09.07,12:39:21,1427,1396,-6,+6,Standard,60+0,C60,Normal
Rated bullet game,https://lichess.org/qkTWu3JQ,2024.09.07,?,joeRona,talmizrahi1,1-0,2024.09.07,11:15:51,1423,1433,+6,-6,Standard,60+0,D20,Time forfeit
Rated bullet game,https://lichess.org/WXZk0PrB,2024.09.07,?,talmizrahi1,the_pastafari,1-0,2024.09.07,11:13:33,1426,1490,+7,-7,Standard,60+0,B30,Time forfeit
Rated bullet game,https://lichess.org/Sx65xCV3,2024.09.07,?,LicHerrera,talmizrahi1,1-0,2024.09.07,11:11:10,1458,1432,+5,-6,Standard,60+0,B52,Time forfeit
Rated bullet game,https://lichess.org/xtmt82SU,2024.09.07,?,talmizrahi1,Parhamazadi,0-1,2024.09.07,11:09:25,1437,1432,-5,+6,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/ExwOEcRx,2024.09.07,?,Griffin2,talmizrahi1,1-0,2024.09.07,11:07:42,1447,1443,+5,-6,Standard,60+0,D00,Normal
Rated bullet game,https://lichess.org/5JqX3dQw,2024.09.07,?,talmizrahi1,sheephappy1126,1-0,2024.09.07,11:06:47,1437,1429,+6,-16,Standard,60+0,C00,Normal
Rated bullet game,https://lichess.org/YavmUvYT,2024.09.07,?,keres20188,talmizrahi1,0-1,2024.09.07,11:04:38,1435,1432,-6,+5,Standard,60+0,D20,Time forfeit
Rated bullet game,https://lichess.org/sFyk5FNB,2024.09.07,?,talmizrahi1,Chessbasics_22,1-0,2024.09.07,11:02:22,1425,1469,+7,-7,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/CVEWuBLE,2024.09.07,?,talmizrahi1,V1sk0,1-0,2024.09.07,11:00:23,1419,1461,+6,-6,Standard,60+0,C00,Normal
Rated bullet game,https://lichess.org/A9LVCLNp,2024.09.07,?,tommeterror,talmizrahi1,0-1,2024.09.07,10:57:54,1406,1413,-6,+6,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/fuDkQ1Jm,2024.09.07,?,talmizrahi1,Chester_kz,0-1,2024.09.07,10:40:08,1418,1471,-5,+5,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/4y4kQFTI,2024.09.07,?,HachHQ,talmizrahi1,0-1,2024.09.07,10:37:49,1387,1413,-5,+5,Standard,60+0,D03,Time forfeit
Rated bullet game,https://lichess.org/7h1El7Nv,2024.09.07,?,talmizrahi1,SandSt0rm,1-0,2024.09.07,10:35:36,1408,1350,+5,-5,Standard,60+0,B30,Time forfeit
Rated bullet game,https://lichess.org/natHg2Dp,2024.09.07,?,Ord1naryus,talmizrahi1,0-1,2024.09.07,10:33:21,1407,1402,-6,+6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/nvd2fxh8,2024.09.07,?,talmizrahi1,ThreeOneThree,0-1,2024.09.07,10:31:27,1406,1512,-4,+4,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/6mfIKQ3U,2024.09.07,?,TomekJurek78,talmizrahi1,0-1,2024.09.07,10:29:13,1369,1401,-6,+5,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/kIIply6N,2024.09.07,?,talmizrahi1,Anuragudit,1-0,2024.09.07,10:26:50,1396,1320,+5,-4,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/1RLIwNMl,2024.09.07,?,talmizrahi1,BigChombowsky,1-0,2024.09.07,10:24:39,1390,1387,+6,-5,Standard,60+0,B10,Time forfeit
Rated bullet game,https://lichess.org/CvGYNLra,2024.09.07,?,Genri96,talmizrahi1,1-0,2024.09.07,10:20:43,1316,1397,+7,-7,Standard,60+0,B51,Time forfeit
Rated bullet game,https://lichess.org/JWHhBWVa,2024.09.07,?,talmizrahi1,Tag135884,1-0,2024.09.07,10:18:32,1393,1295,+4,-4,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/JJuYMDnn,2024.09.07,?,konzo,talmizrahi1,0-1,2024.09.07,10:16:51,1405,1387,-6,+6,Standard,60+0,B20,Normal
Rated bullet game,https://lichess.org/p9JcVstQ,2024.09.07,?,ttempaa,talmizrahi1,1-0,2024.09.07,10:14:44,1371,1393,+6,-6,Standard,60+0,B21,Time forfeit
Rated bullet game,https://lichess.org/PnSu7dyl,2024.09.07,?,tien_17minh,talmizrahi1,1/2-1/2,2024.09.07,10:12:21,1403,1393,-1,+0,Standard,60+0,B50,Normal
Rated bullet game,https://lichess.org/GUOdZYzL,2024.09.07,?,talmizrahi1,CATfish14,0-1,2024.09.07,10:10:05,1399,1403,-6,+5,Standard,60+0,C47,Time forfeit
Rated bullet game,https://lichess.org/378DCCVa,2024.09.07,?,Saerdna58,talmizrahi1,0-1,2024.09.07,10:07:49,1288,1395,-4,+4,Standard,60+0,B53,Time forfeit
Rated bullet game,https://lichess.org/FvZeh6IR,2024.09.07,?,Fastbowler,talmizrahi1,0-1,2024.09.07,10:05:25,1384,1389,-6,+6,Standard,60+0,B23,Time forfeit
Rated bullet game,https://lichess.org/0hkJkM0K,2024.09.07,?,talmizrahi1,tobiasvonarx,1-0,2024.09.07,10:03:12,1383,1407,+6,-6,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/ThjNi070,2024.09.07,?,talmizrahi1,blacknewz,0-1,2024.09.07,10:00:58,1387,1436,-4,+17,Standard,60+0,B30,Time forfeit
Rated bullet game,https://lichess.org/g5pPkZrI,2024.09.07,?,just4fun_xxx,talmizrahi1,1-0,2024.09.07,09:58:39,1445,1392,+5,-5,Standard,60+0,B21,Time forfeit
Rated bullet game,https://lichess.org/Go97V6Tp,2024.09.07,?,talmizrahi1,bromboni,1-0,2024.09.07,09:56:26,1387,1367,+5,-5,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/1zvPdrPt,2024.09.07,?,voidavoider,talmizrahi1,1-0,2024.09.07,09:53:52,1418,1392,+6,-5,Standard,60+0,D00,Time forfeit
Rated bullet game,https://lichess.org/40XoQIzG,2024.09.07,?,talmizrahi1,GielB,1-0,2024.09.07,09:51:41,1386,1429,+6,-6,Standard,60+0,B40,Time forfeit
Rated bullet game,https://lichess.org/7YgvxK6F,2024.09.07,?,MrDauntless,talmizrahi1,1-0,2024.09.07,09:49:41,1291,1393,+7,-7,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/IRCzFae0,2024.09.07,?,talmizrahi1,Musti1988,1-0,2024.09.07,09:47:33,1388,1335,+5,-4,Standard,60+0,C64,Normal
Rated bullet game,https://lichess.org/EzuhZ8ub,2024.09.07,?,giodemo,talmizrahi1,0-1,2024.09.07,09:45:19,1446,1381,-7,+7,Standard,60+0,B21,Normal
Rated bullet game,https://lichess.org/krZwNmal,2024.09.07,?,talmizrahi1,El-Amigo,0-1,2024.09.07,09:44:37,1387,1386,-6,+6,Standard,60+0,C41,Normal
Rated bullet game,https://lichess.org/W9TaxluW,2024.09.07,?,gmefex,talmizrahi1,1-0,2024.09.07,09:42:59,1442,1392,+6,-5,Standard,60+0,A34,Normal
Rated bullet game,https://lichess.org/JghPzTgu,2024.09.07,?,talmizrahi1,NinjaGambito,0-1,2024.09.07,09:40:44,1396,1508,-4,+8,Standard,60+0,C55,Time forfeit
Rated bullet game,https://lichess.org/1JCIegEP,2024.09.07,?,talmizrahi1,Rjcnz97,0-1,2024.09.07,09:38:39,1401,1440,-5,+5,Standard,60+0,C50,Time forfeit
Rated blitz game,https://lichess.org/nKHBxO59,2024.09.06,?,talmizrahi1,CA2-CIPFP,1-0,2024.09.06,19:11:37,1433,1479,+9,-6,Standard,180+0,C50,Time forfeit
Rated bullet game,https://lichess.org/9LG7e7fp,2024.09.06,?,DenisZOV,talmizrahi1,0-1,2024.09.06,19:07:41,1413,1395,-6,+6,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/lLutglTH,2024.09.06,?,talmizrahi1,Frere06,1-0,2024.09.06,19:05:22,1389,1365,+6,-6,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/PmZ90n0u,2024.09.06,?,AdarshSA,talmizrahi1,0-1,2024.09.06,19:03:35,1389,1384,-16,+5,Standard,60+0,B70,Normal
Rated bullet game,https://lichess.org/NdYXV9oi,2024.09.06,?,talmizrahi1,jpmc,1-0,2024.09.06,19:01:22,1379,1299,+5,-5,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/IhMKte7P,2024.09.06,?,snus-nocco,talmizrahi1,0-1,2024.09.06,18:59:48,1377,1373,-5,+6,Standard,60+0,B23,Normal
Rated bullet game,https://lichess.org/X9ek931Y,2024.09.06,?,pablogbrown,talmizrahi1,0-1,2024.09.06,18:57:32,1368,1368,-21,+5,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/hsVCVpEw,2024.09.06,?,chessbullies,talmizrahi1,0-1,2024.09.06,18:55:17,1341,1362,-5,+6,Standard,60+0,B52,Time forfeit
Rated bullet game,https://lichess.org/qZezNTL8,2024.09.06,?,talmizrahi1,Vadimius88,0-1,2024.09.06,18:53:05,1369,1319,-7,+7,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/DSQrtRRN,2024.09.06,?,talmizrahi1,jimmypd,1-0,2024.09.06,18:50:52,1363,1344,+6,-5,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/09FRo25M,2024.09.06,?,talmizrahi1,khtb,1-0,2024.09.06,18:49:50,1358,1354,+5,-6,Standard,60+0,C42,Normal
Rated bullet game,https://lichess.org/SgcNaiIX,2024.09.06,?,Elena-VM,talmizrahi1,1-0,2024.09.06,18:47:49,1353,1364,+6,-6,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/gHxHdJP3,2024.09.06,?,Steveeee0,talmizrahi1,1-0,2024.09.06,18:45:40,1334,1370,+7,-6,Standard,60+0,D00,Time forfeit
Rated bullet game,https://lichess.org/MiMYBs1E,2024.09.06,?,Antinomy_10,talmizrahi1,0-1,2024.09.06,18:43:29,1379,1364,-7,+6,Standard,60+0,A02,Time forfeit
Rated bullet game,https://lichess.org/T94SBgSm,2024.09.06,?,talmizrahi1,onehalf93,1-0,2024.09.06,18:32:59,1360,1336,+4,-139,Standard,60+0,C42,Time forfeit
Rated bullet game,https://lichess.org/1WRFPZH5,2024.09.06,?,talmizrahi1,chessbullies,0-1,2024.09.06,18:24:49,1365,1372,-5,+6,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/3QLhQbNm,2024.09.06,?,Benjouille,talmizrahi1,0-1,2024.09.06,17:33:25,1327,1360,-5,+5,Standard,60+0,B20,Normal
Rated bullet game,https://lichess.org/yAenhgBW,2024.09.06,?,talmizrahi1,rusin20071989,0-1,2024.09.06,16:54:45,1366,1348,-6,+6,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/cTwEgvz4,2024.09.06,?,Susiko,talmizrahi1,1-0,2024.09.06,16:52:38,1368,1372,+6,-6,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/6W24112p,2024.09.06,?,talmizrahi1,zackinchess,0-1,2024.09.06,06:43:36,1378,1334,-6,+11,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/93S7ox68,2024.09.06,?,stefanHauptmann,talmizrahi1,1-0,2024.09.06,06:41:26,1310,1385,+7,-7,Standard,60+0,A04,Time forfeit
Rated bullet game,https://lichess.org/Rk4NrINY,2024.09.06,?,talmizrahi1,mostafamawad,0-1,2024.09.06,06:38:54,1390,1445,-5,+5,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/gx9se4aH,2024.09.06,?,Jganesh,talmizrahi1,1-0,2024.09.06,06:37:03,1424,1395,+5,-5,Standard,60+0,A04,Time forfeit
Rated bullet game,https://lichess.org/IvArJtnD,2024.09.06,?,gnerus,talmizrahi1,1-0,2024.09.06,06:35:56,1412,1401,+6,-6,Standard,60+0,B56,Normal
Rated bullet game,https://lichess.org/1LLk0k7F,2024.09.06,?,talmizrahi1,TovarishNodar,1-0,2024.09.06,06:33:37,1395,1387,+6,-6,Standard,60+0,B30,Time forfeit
Rated bullet game,https://lichess.org/ZcLHuEAp,2024.09.06,?,talmizrahi1,kenfromconnecticut,0-1,2024.09.06,06:31:57,1400,1407,-5,+6,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/Y6kb9u71,2024.09.06,?,pawnppp,talmizrahi1,1-0,2024.09.06,06:30:02,1373,1407,+6,-7,Standard,60+0,A48,Time forfeit
Rated bullet game,https://lichess.org/3I6g4a3C,2024.09.06,?,talmizrahi1,FuglyCupcaKe,1-0,2024.09.06,06:27:17,1402,1337,+5,-5,Standard,60+0,C42,Time forfeit
Rated bullet game,https://lichess.org/xxuUmSAb,2024.09.06,?,talmizrahi1,sbroadfoot90,0-1,2024.09.06,06:24:46,1408,1405,-6,+6,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/t8vGbaCv,2024.09.06,?,Check64x8,talmizrahi1,0-1,2024.09.06,06:23:06,1343,1403,-5,+5,Standard,60+0,B20,Normal
Rated bullet game,https://lichess.org/dBPexioM,2024.09.06,?,DAVYJONES5,talmizrahi1,0-1,2024.09.06,06:21:21,1391,1397,-6,+6,Standard,60+0,B60,Time forfeit
Rated bullet game,https://lichess.org/3i2l73TX,2024.09.06,?,talmizrahi1,h_fadhil,0-1,2024.09.06,06:19:50,1404,1366,-7,+7,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/XBqtFqsy,2024.09.05,?,talmizrahi1,FadAV,0-1,2024.09.05,19:42:57,1410,1373,-6,+7,Standard,60+0,C40,Time forfeit
Rated bullet game,https://lichess.org/gPTXXA6x,2024.09.05,?,Wolverene75,talmizrahi1,0-1,2024.09.05,19:40:40,1435,1404,-6,+6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/3gJm493G,2024.09.05,?,talmizrahi1,vegetachess7,0-1,2024.09.05,19:38:54,1410,1362,-6,+8,Standard,60+0,B30,Normal
Rated bullet game,https://lichess.org/rCe3pH8v,2024.09.05,?,talmizrahi1,g_kost52,1-0,2024.09.05,19:36:50,1406,1297,+4,-4,Standard,60+0,B10,Time forfeit
